ID,MONTHS_BALANCE,STATUS
1003297,-6,X
1003297,-7,X
1003297,-8,C
1003297,-9,1
1003297,-10,C
1003297,-11,X
1003297,-12,C
1003297,-13,X
1003297,-14,X
1003297,-15,C
1003297,-16,C
1003297,-17,0
1003298,0,X
1003298,-1,X
1003298,-2,X
1003298,-3,C
1003298,-4,X
1003298,-5,0
1003298,-6,2
1003298,-7,1
1003298,-8,1
1003298,-9,C
1003299,0,1
1003299,-1,0
1003299,-2,C
1003299,-3,X
1003299,-4,C
1003299,-5,4
1003299,-6,X
1003299,-7,C
1003299,-8,C
1003299,-9,C
1003299,-10,0
1003299,-11,X
1003299,-12,C
1003300,0,1
1003300,-1,0
1003300,-2,X
1003300,-3,X
1003300,-4,X
1003300,-5,C
1003300,-6,C
1003300,-7,X
1003300,-8,C
1003300,-9,C
1003300,-10,C
1003301,0,1
1003301,-1,0
1003301,-2,C
1003301,-3,C
1003301,-4,C
1003301,-5,0
1003301,-6,2
1003301,-7,5
1003301,-8,C
1003301,-9,0
1003301,-10,1
1003301,-11,C
1003301,-12,X
1003301,-13,3
1003301,-14,X
1003302,0,X
1003302,-1,C
1003302,-2,C
1003302,-3,C
1003302,-4,X
1003302,-5,C
1003302,-6,0
1003302,-7,0
1003302,-8,X
1003302,-9,C
1003302,-10,C
1003302,-11,C
1003302,-12,C
1003302,-13,2
1003302,-14,5
1003302,-15,C
1003302,-16,C
1003302,-17,X
1003302,-18,1
1003302,-19,X
1003302,-20,C
1003302,-21,X
1003303,0,0
1003303,-1,X
1003303,-2,C
1003303,-3,X
1003303,-4,X
1003303,-5,1
1003303,-6,0
1003303,-7,C
1003303,-8,0
1003303,-9,C
1003303,-10,1
1003303,-11,C
1003303,-12,0
1003303,-13,C
1003303,-14,X
1003303,-15,X
1003303,-16,X
1003304,0,C
1003304,-1,C
1003304,-2,0
1003304,-3,0
1003304,-4,X
1003305,0,C
1003305,-1,X
1003305,-2,C
1003305,-3,X
1003305,-4,C
1003305,-5,C
1003305,-6,0
1003305,-7,0
1003305,-8,C
1003305,-9,C
1003305,-10,X
1003305,-11,C
1003305,-12,0
1003305,-13,C
1003305,-14,C
1003305,-15,1
1003305,-16,C
1003305,-17,C
1003305,-18,X
1003305,-19,C
1003305,-20,0
1003305,-21,1
1003305,-22,0
1003306,0,0
1003306,-1,0
1003306,-2,1
1003306,-3,C
1003306,-4,C
1003306,-5,3
1003306,-6,1
1003306,-7,X
1003306,-8,X
1003306,-9,C
1003306,-10,C
1003306,-11,C
1003306,-12,C
1003307,0,X
1003307,-1,C
1003307,-2,C
1003307,-3,0
1003307,-4,C
1003307,-5,X
1003307,-6,C
1003307,-7,X
1003307,-8,X
1003307,-9,X
1003307,-10,X
1003308,0,C
1003308,-1,2
1003308,-2,X
1003308,-3,0
1003308,-4,0
1003308,-5,3
1003308,-6,C
1003308,-7,0
1003308,-8,0
1003308,-9,1
1003308,-10,X
1003308,-11,C
1003308,-12,C
1003309,0,X
1003309,-1,C
1003309,-2,1
1003309,-3,4
1003309,-4,0
1003309,-5,X
1003309,-6,0
1003309,-7,C
1003309,-8,5
1003309,-9,0
1003309,-10,0
1003309,-11,X
1003309,-12,0
1003309,-13,1
1003309,-14,0
1003309,-15,4
1003309,-16,X
1003310,0,X
1003310,-1,0
1003310,-2,2
1003310,-3,X
1003310,-4,C
1003310,-5,C
1003310,-6,C
1003310,-7,C
1003310,-8,X
1003310,-9,C
1003310,-10,0
1003310,-11,C
1003310,-12,C
1003310,-13,C
1003310,-14,1
1003310,-15,X
1003310,-16,C
1003310,-17,C
1003310,-18,5
1003310,-19,X
1003310,-20,X
1003310,-21,0
1003311,0,X
1003311,-1,C
1003311,-2,1
1003311,-3,X
1003311,-4,X
1003311,-5,X
1003311,-6,X
1003311,-7,X
1003311,-8,2
1003311,-9,C
1003312,0,2
1003312,-1,1
1003312,-2,X
1003312,-3,X
1003312,-4,C
1003312,-5,X
1003312,-6,C
1003312,-7,0
1003312,-8,C
1003312,-9,X
1003312,-10,1
1003312,-11,C
1003312,-12,X
1003312,-13,C
1003312,-14,5
1003312,-15,0
1003312,-16,1
1003312,-17,0
1003313,0,C
1003313,-1,4
1003313,-2,X
1003313,-3,C
1003313,-4,5
1003313,-5,X
1003313,-6,X
1003313,-7,0
1003313,-8,C
1003313,-9,X
1003313,-10,0
1003313,-11,0
1003313,-12,X
1003313,-13,X
1003314,0,X
1003314,-1,X
1003314,-2,C
1003314,-3,X
1003314,-4,1
1003314,-5,X
1003314,-6,0
1003314,-7,0
1003314,-8,X
1003314,-9,C
1003314,-10,X
1003314,-11,X
1003314,-12,1
1003314,-13,C
1003314,-14,C
1003314,-15,C
1003314,-16,C
1003314,-17,X
1003314,-18,X
1003315,0,0
1003315,-1,4
1003315,-2,C
1003315,-3,C
1003315,-4,C
1003315,-5,X
1003315,-6,X
1003315,-7,C
1003315,-8,0
1003315,-9,C
1003315,-10,0
1003315,-11,1
1003316,0,X
1003316,-1,5
1003316,-2,C
1003316,-3,X
1003316,-4,X
1003316,-5,C
1003316,-6,2
1003316,-7,C
1003316,-8,C
1003316,-9,C
1003316,-10,0
1003316,-11,C
1003316,-12,X
1003316,-13,X
1003316,-14,C
1003316,-15,0
1003316,-16,C
1003316,-17,C
1003316,-18,X
1003316,-19,2
1003316,-20,C
1003317,0,3
1003317,-1,0
1003317,-2,4
1003317,-3,X
1003317,-4,C
1003317,-5,1
1003317,-6,C
1003317,-7,C
1003317,-8,C
1003317,-9,C
1003317,-10,C
1003317,-11,C
1003317,-12,1
1003317,-13,C
1003317,-14,C
1003317,-15,0
1003317,-16,0
1003317,-17,C
1003317,-18,X
1003317,-19,C
1003317,-20,0
1003317,-21,X
1003317,-22,C
1003318,0,0
1003318,-1,C
1003318,-2,1
1003318,-3,X
1003318,-4,X
1003318,-5,C
1003318,-6,4
1003318,-7,4
1003318,-8,X
1003318,-9,4
1003319,0,0
1003319,-1,C
1003319,-2,C
1003319,-3,0
1003319,-4,X
1003319,-5,C
1003319,-6,4
1003319,-7,0
1003319,-8,X
1003319,-9,C
1003319,-10,0
1003319,-11,C
1003320,0,0
1003320,-1,C
1003320,-2,C
1003320,-3,C
1003320,-4,0
1003320,-5,X
1003320,-6,C
1003320,-7,C
1003320,-8,C
1003321,0,0
1003321,-1,X
1003321,-2,C
1003321,-3,1
1003321,-4,X
1003321,-5,C
1003321,-6,C
1003321,-7,C
1003321,-8,X
1003321,-9,C
1003321,-10,C
1003321,-11,C
1003321,-12,C
1003321,-13,4
1003321,-14,0
1003321,-15,X
1003321,-16,X
1003321,-17,1
1003321,-18,X
1003321,-19,X
1003322,0,C
1003322,-1,C
1003322,-2,X
1003322,-3,C
1003322,-4,X
1003322,-5,X
1003322,-6,C
1003322,-7,X
1003322,-8,0
1003322,-9,0
1003322,-10,0
1003322,-11,0
1003323,0,X
1003323,-1,0
1003323,-2,X
1003323,-3,1
1003323,-4,X
1003323,-5,C
1003324,0,X
1003324,-1,X
1003324,-2,5
1003324,-3,X
1003324,-4,2
1003324,-5,0
1003324,-6,X
1003324,-7,C
1003324,-8,5
1003324,-9,C
1003324,-10,0
1003324,-11,X
1003324,-12,X
1003324,-13,5
1003324,-14,C
1003324,-15,C
1003324,-16,0
1003324,-17,C
1003324,-18,C
1003324,-19,5
1003324,-20,C
1003324,-21,X
1003324,-22,C
1003324,-23,3
1003325,0,C
1003325,-1,1
1003325,-2,C
1003325,-3,X
1003325,-4,X
1003325,-5,0
1003325,-6,2
1003325,-7,1
1003325,-8,X
1003325,-9,X
1003325,-10,0
1003325,-11,1
1003325,-12,C
1003325,-13,C
1003325,-14,C
1003325,-15,C
1003325,-16,0
1003325,-17,X
1003325,-18,0
1003325,-19,X
1003325,-20,0
1003325,-21,0
1003326,0,2
1003326,-1,2
1003326,-2,0
1003326,-3,C
1003326,-4,0
1003326,-5,X
1003326,-6,C
1003326,-7,C
1003326,-8,0
1003327,0,C
1003327,-1,0
1003327,-2,X
1003327,-3,C
1003327,-4,0
1003327,-5,C
1003327,-6,C
1003327,-7,C
1003328,0,X
1003328,-1,5
1003328,-2,X
1003328,-3,C
1003328,-4,C
1003328,-5,0
1003328,-6,X
1003328,-7,X
1003328,-8,C
1003328,-9,4
1003328,-10,X
1003328,-11,0
1003328,-12,X
1003328,-13,X
1003328,-14,C
1003328,-15,C
1003328,-16,0
1003328,-17,C
1003329,0,1
1003329,-1,0
1003329,-2,C
1003329,-3,C
1003329,-4,X
1003329,-5,C
1003329,-6,C
1003329,-7,X
1003329,-8,5
1003329,-9,C
1003329,-10,X
1003329,-11,C
1003329,-12,X
1003329,-13,0
1003329,-14,X
1003329,-15,2
1003329,-16,0
1003329,-17,X
1003329,-18,X
1003329,-19,0
1003329,-20,C
1003329,-21,3
1003329,-22,X
1003329,-23,0
1003330,0,C
1003330,-1,C
1003330,-2,X
1003330,-3,X
1003330,-4,X
1003330,-5,5
1003331,0,C
1003331,-1,X
1003331,-2,0
1003331,-3,C
1003332,0,0
1003332,-1,1
1003332,-2,X
1003332,-3,X
1003332,-4,C
1003332,-5,X
1003332,-6,0
1003332,-7,1
1003332,-8,X
1003332,-9,0
1003332,-10,C
1003332,-11,0
1003333,0,1
1003333,-1,C
1003333,-2,2
1003333,-3,X
1003333,-4,5
1003333,-5,X
1003334,0,0
1003334,-1,C
1003334,-2,C
1003334,-3,C
1003334,-4,0
1003334,-5,0
1003334,-6,0
1003334,-7,C
1003334,-8,C
1003334,-9,X
1003334,-10,X
1003334,-11,0
1003334,-12,X
1003334,-13,X
1003335,0,X
1003335,-1,X
1003335,-2,C
1003335,-3,0
1003335,-4,X
1003335,-5,X
1003335,-6,3
1003335,-7,0
1003335,-8,C
1003335,-9,0
1003335,-10,C
1003336,0,0
1003336,-1,X
1003336,-2,C
1003336,-3,0
1003336,-4,0
1003336,-5,1
1003336,-6,C
1003336,-7,1
1003336,-8,1
1003336,-9,C
1003336,-10,C
1003336,-11,C
1003337,0,C
1003337,-1,X
1003337,-2,1
1003337,-3,C
1003337,-4,0
1003337,-5,X
1003337,-6,0
1003337,-7,C
1003337,-8,X
1003337,-9,X
1003337,-10,1
1003337,-11,X
1003337,-12,0
1003337,-13,4
1003337,-14,C
1003337,-15,5
1003337,-16,C
1003337,-17,X
1003338,0,0
1003338,-1,C
1003338,-2,C
1003338,-3,C
1003338,-4,C
1003338,-5,C
1003338,-6,C
1003338,-7,C
1003338,-8,C
1003339,0,0
1003339,-1,1
1003339,-2,0
1003339,-3,C
1003339,-4,C
1003339,-5,X
1003339,-6,2
1003339,-7,0
1003339,-8,1
1003340,0,0
1003340,-1,0
1003340,-2,C
1003340,-3,1
1003340,-4,1
1003341,0,X
1003341,-1,C
1003341,-2,X
1003341,-3,X
1003341,-4,4
1003341,-5,C
1003341,-6,C
1003341,-7,C
1003341,-8,C
1003341,-9,0
1003342,0,0
1003342,-1,X
1003342,-2,X
1003342,-3,1
1003342,-4,1
1003342,-5,1
1003342,-6,X
1003342,-7,X
1003342,-8,C
1003342,-9,1
1003342,-10,C
1003343,0,X
1003343,-1,0
1003343,-2,0
1003343,-3,X
1003343,-4,C
1003343,-5,2
1003343,-6,C
1003343,-7,C
1003343,-8,C
1003343,-9,X
1003343,-10,0
1003343,-11,X
1003344,0,X
1003344,-1,C
1003344,-2,C
1003344,-3,C
1003344,-4,X
1003344,-5,0
1003344,-6,C
1003344,-7,0
1003344,-8,C
1003344,-9,C
1003344,-10,C
1003344,-11,C
1003344,-12,C
1003344,-13,C
1003344,-14,0
1003344,-15,C
1003344,-16,0
1003345,0,X
1003345,-1,C
1003345,-2,C
1003346,0,0
1003346,-1,X
1003346,-2,C
1003346,-3,1
1003347,0,X
1003347,-1,4
1003347,-2,2
1003347,-3,0
1003347,-4,3
1003347,-5,C
1003347,-6,1
1003347,-7,C
1003347,-8,0
1003348,0,C
1003348,-1,C
1003348,-2,C
1003348,-3,0
1003348,-4,X
1003348,-5,C
1003348,-6,0
1003348,-7,X
1003348,-8,X
1003349,0,1
1003349,-1,1
1003349,-2,1
1003349,-3,C
1003349,-4,1
1003349,-5,X
1003349,-6,3
1003349,-7,C
1003349,-8,C
1003349,-9,C
1003349,-10,C
1003349,-11,0
1003349,-12,C
1003349,-13,1
1003349,-14,0
1003349,-15,C
1003349,-16,C
1003349,-17,X
1003349,-18,X
1003349,-19,C
1003349,-20,C
1003350,0,C
1003350,-1,C
1003350,-2,0
1003350,-3,X
1003350,-4,C
1003350,-5,0
1003350,-6,0
1003350,-7,3
1003350,-8,1
1003350,-9,0
1003350,-10,C
1003350,-11,X
1003351,0,X
1003351,-1,0
1003351,-2,C
1003351,-3,C
1003351,-4,C
1003351,-5,C
1003351,-6,X
1003351,-7,X
1003351,-8,5
1003351,-9,3
1003351,-10,0
1003351,-11,X
1003351,-12,C
1003352,0,1
1003352,-1,0
1003352,-2,X
1003353,0,X
1003353,-1,X
1003353,-2,X
1003353,-3,0
1003353,-4,C
1003353,-5,1
1003353,-6,X
1003353,-7,0
1003353,-8,1
1003353,-9,1
1003353,-10,X
1003353,-11,C
1003353,-12,X
1003353,-13,0
1003353,-14,X
1003353,-15,X
1003353,-16,X
1003354,0,X
1003354,-1,X
1003354,-2,2
1003354,-3,0
1003354,-4,0
1003354,-5,1
1003355,0,C
1003355,-1,1
1003355,-2,C
1003355,-3,0
1003355,-4,X
1003355,-5,0
1003355,-6,C
1003355,-7,X
1003355,-8,X
1003355,-9,0
1003355,-10,X
1003355,-11,C
1003355,-12,X
1003355,-13,C
1003355,-14,0
1003355,-15,C
1003355,-16,C
1003355,-17,1
1003355,-18,X
1003355,-19,2
1003356,0,0
1003356,-1,0
1003356,-2,C
1003356,-3,1
1003356,-4,C
1003356,-5,1
1003356,-6,0
1003356,-7,0
1003356,-8,X
1003356,-9,1
1003356,-10,0
1003356,-11,X
1003356,-12,C
1003356,-13,C
1003356,-14,4
1003356,-15,4
1003356,-16,X
1003356,-17,X
1003356,-18,1
1003357,0,0
1003357,-1,C
1003357,-2,C
1003357,-3,X
1003357,-4,0
1003357,-5,X
1003357,-6,X
1003357,-7,1
1003358,0,C
1003358,-1,0
1003358,-2,C
1003358,-3,0
1003358,-4,X
1003358,-5,X
1003358,-6,C
1003358,-7,X
1003358,-8,C
1003358,-9,0
1003358,-10,0
1003358,-11,0
1003358,-12,C
1003358,-13,C
1003358,-14,C
1003358,-15,X
1003358,-16,0
1003358,-17,C
1003358,-18,X
1003359,0,0
1003359,-1,3
1003359,-2,X
1003359,-3,X
1003359,-4,0
1003359,-5,1
1003359,-6,C
1003359,-7,1
1003359,-8,0
1003359,-9,0
1003359,-10,X
1003359,-11,C
1003359,-12,2
1003359,-13,4
1003359,-14,0
1003360,0,4
1003360,-1,C
1003360,-2,1
1003360,-3,5
1003360,-4,C
1003360,-5,X
1003360,-6,C
1003360,-7,X
1003360,-8,X
1003360,-9,C
1003360,-10,0
1003360,-11,C
1003360,-12,X
1003360,-13,X
1003360,-14,X
1003360,-15,C
1003360,-16,C
1003360,-17,C
1003360,-18,C
1003360,-19,C
1003360,-20,X
1003361,0,X
1003361,-1,2
1003361,-2,1
1003361,-3,X
1003361,-4,C
1003361,-5,C
1003361,-6,C
1003361,-7,X
1003361,-8,X
1003361,-9,C
1003361,-10,0
1003361,-11,C
1003361,-12,1
1003361,-13,C
1003361,-14,X
1003361,-15,0
1003361,-16,0
1003361,-17,X
1003361,-18,C
1003361,-19,X
1003361,-20,X
1003361,-21,5
1003361,-22,3
1003361,-23,0
1003362,0,5
1003362,-1,X
1003362,-2,C
1003362,-3,X
1003362,-4,5
1003362,-5,0
1003362,-6,X
1003362,-7,0
1003362,-8,C
1003362,-9,X
1003362,-10,X
1003362,-11,1
1003363,0,C
1003363,-1,C
1003363,-2,C
1003363,-3,0
1003363,-4,0
1003363,-5,C
1003363,-6,0
1003363,-7,C
1003363,-8,0
1003363,-9,2
1003363,-10,C
1003363,-11,1
1003363,-12,C
1003363,-13,0
1003363,-14,C
1003364,0,C
1003364,-1,4
1003364,-2,C
1003364,-3,1
1003365,0,C
1003365,-1,X
1003365,-2,C
1003365,-3,0
1003365,-4,0
1003365,-5,0
1003365,-6,C
1003366,0,C
1003366,-1,C
1003366,-2,X
1003366,-3,C
1003366,-4,C
1003366,-5,X
1003366,-6,C
1003367,0,C
1003367,-1,C
1003367,-2,C
1003367,-3,C
1003367,-4,C
1003367,-5,X
1003367,-6,X
1003367,-7,C
1003367,-8,1
1003367,-9,0
1003367,-10,4
1003367,-11,X
1003367,-12,X
1003367,-13,4
1003367,-14,1
1003367,-15,0
1003367,-16,0
1003367,-17,X
1003367,-18,1
1003367,-19,1
1003367,-20,X
1003367,-21,C
1003367,-22,X
1003367,-23,C
1003368,0,C
1003368,-1,C
1003368,-2,0
1003368,-3,C
1003368,-4,C
1003368,-5,X
1003368,-6,C
1003368,-7,0
1003368,-8,0
1003369,0,C
1003369,-1,2
1003369,-2,X
1003369,-3,X
1003369,-4,C
1003369,-5,C
1003369,-6,X
1003369,-7,0
1003370,0,C
1003370,-1,0
1003370,-2,0
1003370,-3,0
1003370,-4,0
1003370,-5,0
1003370,-6,X
1003370,-7,4
1003370,-8,0
1003370,-9,0
1003370,-10,C
1003371,0,C
1003371,-1,C
1003371,-2,0
1003371,-3,0
1003371,-4,1
1003371,-5,X
1003371,-6,C
1003371,-7,0
1003371,-8,X
1003371,-9,X
1003371,-10,C
1003371,-11,0
1003371,-12,1
1003371,-13,X
1003371,-14,C
1003371,-15,C
1003371,-16,C
1003371,-17,C
1003371,-18,0
1003371,-19,2
1003372,0,X
1003372,-1,C
1003372,-2,C
1003372,-3,0
1003372,-4,C
1003372,-5,0
1003372,-6,X
1003372,-7,X
1003372,-8,C
1003372,-9,X
1003372,-10,X
1003372,-11,C
1003372,-12,0
1003372,-13,C
1003372,-14,X
1003372,-15,X
1003372,-16,5
1003372,-17,1
1003373,0,C
1003373,-1,0
1003373,-2,C
1003373,-3,0
1003373,-4,0
1003373,-5,X
1003373,-6,C
1003373,-7,0
1003373,-8,C
1003373,-9,5
1003374,0,C
1003374,-1,2
1003374,-2,4
1003374,-3,0
1003374,-4,0
1003374,-5,X
1003374,-6,C
1003374,-7,C
1003374,-8,X
1003374,-9,C
1003374,-10,X
1003374,-11,0
1003374,-12,2
1003374,-13,X
1003374,-14,X
1003374,-15,C
1003374,-16,1
1003374,-17,0
1003374,-18,4
1003374,-19,0
1003374,-20,0
1003374,-21,C
1003374,-22,0
1003375,0,C
1003375,-1,X
1003375,-2,0
1003375,-3,C
1003375,-4,C
1003375,-5,C
1003375,-6,1
1003375,-7,C
1003375,-8,C
1003375,-9,0
1003375,-10,C
1003375,-11,0
1003375,-12,0
1003376,0,0
1003376,-1,C
1003376,-2,1
1003376,-3,X
1003376,-4,X
1003376,-5,X
1003376,-6,X
1003376,-7,X
1003376,-8,X
1003376,-9,X
1003376,-10,C
1003376,-11,C
1003376,-12,C
1003377,0,C
1003377,-1,1
1003377,-2,4
1003377,-3,C
1003377,-4,X
1003377,-5,1
1003377,-6,X
1003377,-7,X
1003377,-8,4
1003377,-9,0
1003377,-10,0
1003377,-11,0
1003377,-12,1
1003377,-13,0
1003377,-14,C
1003377,-15,C
1003377,-16,X
1003378,0,0
1003378,-1,5
1003378,-2,X
1003378,-3,3
1003379,0,C
1003379,-1,0
1003379,-2,X
1003379,-3,X
1003379,-4,C
1003379,-5,X
1003379,-6,C
1003379,-7,C
1003379,-8,X
1003379,-9,C
1003379,-10,0
1003379,-11,C
1003379,-12,C
1003379,-13,0
1003379,-14,1
1003379,-15,C
1003379,-16,C
1003379,-17,C
1003379,-18,C
1003379,-19,C
1003379,-20,0
1003379,-21,0
1003379,-22,1
1003379,-23,0
1003380,0,X
1003380,-1,0
1003380,-2,X
1003380,-3,0
1003380,-4,1
1003380,-5,C
1003380,-6,X
1003380,-7,C
1003380,-8,C
1003380,-9,C
1003380,-10,1
1003381,0,X
1003381,-1,0
1003381,-2,3
1003381,-3,C
1003381,-4,0
1003381,-5,C
1003381,-6,4
1003381,-7,0
1003381,-8,0
1003381,-9,C
1003381,-10,X
1003381,-11,C
1003381,-12,C
1003381,-13,C
1003381,-14,1
1003381,-15,X
1003381,-16,X
1003381,-17,C
1003381,-18,C
1003381,-19,0
1003381,-20,X
1003381,-21,C
1003381,-22,X
1003381,-23,1
1003382,0,C
1003382,-1,C
1003382,-2,C
1003383,0,X
1003383,-1,4
1003383,-2,C
1003383,-3,X
1003383,-4,C
1003383,-5,C
1003383,-6,X
1003383,-7,C
1003383,-8,X
1003383,-9,C
1003383,-10,0
1003383,-11,X
1003383,-12,X
1003384,0,C
1003384,-1,C
1003384,-2,1
1003384,-3,0
1003384,-4,X
1003384,-5,0
1003384,-6,C
1003384,-7,2
1003384,-8,X
1003384,-9,3
1003384,-10,C
1003385,0,X
1003385,-1,1
1003385,-2,0
1003385,-3,X
1003385,-4,C
1003386,0,4
1003386,-1,4
1003386,-2,3
1003386,-3,C
1003386,-4,C
1003387,0,C
1003387,-1,0
1003387,-2,C
1003387,-3,C
1003388,0,1
1003388,-1,0
1003388,-2,0
1003388,-3,C
1003388,-4,C
1003389,0,C
1003389,-1,C
1003389,-2,X
1003389,-3,1
1003389,-4,0
1003389,-5,C
1003389,-6,0
1003389,-7,C
1003389,-8,C
1003389,-9,2
1003389,-10,X
1003389,-11,0
1003389,-12,C
1003389,-13,C
1003389,-14,0
1003389,-15,0
1003389,-16,0
1003390,0,C
1003390,-1,C
1003390,-2,C
1003390,-3,0
1003390,-4,C
1003391,0,C
1003391,-1,0
1003391,-2,C
1003391,-3,4
1003391,-4,0
1003391,-5,1
1003391,-6,X
1003391,-7,C
1003391,-8,3
1003391,-9,5
1003391,-10,4
1003391,-11,X
1003391,-12,X
1003391,-13,X
1003391,-14,C
1003391,-15,0
1003391,-16,1
1003392,0,X
1003392,-1,C
1003392,-2,C
1003392,-3,C
1003392,-4,C
1003392,-5,2
1003392,-6,X
1003392,-7,0
1003392,-8,C
1003392,-9,C
1003392,-10,0
1003392,-11,C
1003392,-12,X
1003392,-13,1
1003392,-14,1
1003392,-15,2
1003392,-16,1
1003392,-17,C
1003392,-18,0
1003392,-19,2
1003393,0,1
1003393,-1,X
1003393,-2,0
1003393,-3,X
1003394,0,0
1003394,-1,X
1003394,-2,C
1003394,-3,C
1003394,-4,0
1003394,-5,C
1003394,-6,C
1003394,-7,C
1003394,-8,C
1003394,-9,X
1003394,-10,1
1003394,-11,0
1003394,-12,C
1003394,-13,X
1003394,-14,C
1003394,-15,X
1003394,-16,0
1003394,-17,0
1003394,-18,X
1003394,-19,X
1003394,-20,C
1003395,0,0
1003395,-1,0
1003395,-2,5
1003395,-3,2
1003395,-4,X
1003395,-5,C
1003395,-6,C
1003395,-7,C
1003395,-8,C
1003395,-9,X
1003395,-10,C
1003395,-11,C
1003395,-12,X
1003395,-13,C
1003395,-14,1
1003395,-15,C
1003395,-16,0
1003395,-17,1
1003395,-18,X
1003395,-19,0
1003395,-20,C
1003395,-21,1
1003395,-22,C
1003396,0,X
1003396,-1,C
1003396,-2,X
1003396,-3,0
1003396,-4,2
1003396,-5,C
1003396,-6,C
1003396,-7,X
1003396,-8,X
1003396,-9,C
1003396,-10,C
1003396,-11,1
1003396,-12,X
1003396,-13,C
1003396,-14,0
1003396,-15,0
1003396,-16,X
1003396,-17,C
1003397,0,X
1003397,-1,C
1003397,-2,C
1003397,-3,C
1003397,-4,0
1003397,-5,X
1003397,-6,X
1003397,-7,X
1003397,-8,C
1003397,-9,C
1003397,-10,C
1003397,-11,C
1003398,0,C
1003398,-1,C
1003398,-2,0
1003398,-3,C
1003398,-4,X
1003398,-5,C
1003398,-6,X
1003398,-7,X
1003398,-8,X
1003398,-9,C
1003398,-10,X
1003398,-11,0
1003398,-12,X
1003398,-13,X
1003398,-14,0
1003398,-15,0
1003398,-16,1
1003398,-17,C
1003399,0,X
1003399,-1,C
1003399,-2,C
1003399,-3,C
1003399,-4,C
1003399,-5,C
1003399,-6,C
1003399,-7,X
1003399,-8,X
1003399,-9,C
1003399,-10,0
1003399,-11,C
1003399,-12,C
1003399,-13,C
1003399,-14,1
1003399,-15,C
1003400,0,0
1003400,-1,C
1003400,-2,0
1003400,-3,X
1003400,-4,X
1003400,-5,X
1003400,-6,X
1003400,-7,3
1003400,-8,X
1003400,-9,C
1003400,-10,C
1003400,-11,X
1003400,-12,1
1003400,-13,C
1003400,-14,1
1003401,0,C
1003401,-1,1
1003401,-2,4
1003401,-3,X
1003401,-4,0
1003401,-5,X
1003401,-6,C
1003401,-7,C
1003401,-8,X
1003401,-9,X
1003401,-10,4
1003401,-11,C
1003401,-12,0
1003402,0,0
1003402,-1,0
1003402,-2,1
1003402,-3,C
1003402,-4,X
1003402,-5,C
1003402,-6,0
1003402,-7,C
1003402,-8,C
1003402,-9,C
1003402,-10,C
1003402,-11,X
1003402,-12,X
1003402,-13,X
1003402,-14,1
1003402,-15,C
1003403,0,X
1003403,-1,C
1003403,-2,1
1003403,-3,X
1003403,-4,0
1003403,-5,2
1003403,-6,2
1003403,-7,C
1003403,-8,C
1003403,-9,X
1003403,-10,5
1003403,-11,0
1003403,-12,X
1003403,-13,0
1003403,-14,C
1003403,-15,X
1003403,-16,1
1003404,0,X
1003404,-1,0
1003404,-2,1
1003404,-3,X
1003405,0,C
1003405,-1,0
1003405,-2,1
1003405,-3,X
1003405,-4,X
1003405,-5,0
1003405,-6,4
1003405,-7,X
1003405,-8,3
1003405,-9,1
1003405,-10,X
1003405,-11,X
1003405,-12,C
1003405,-13,X
1003405,-14,1
1003406,0,X
1003406,-1,1
1003406,-2,X
1003406,-3,0
1003406,-4,X
1003406,-5,0
1003406,-6,2
1003406,-7,0
1003406,-8,C
1003406,-9,C
1003406,-10,C
1003406,-11,1
1003406,-12,X
1003406,-13,C
1003406,-14,2
1003407,0,X
1003407,-1,X
1003407,-2,0
1003407,-3,X
1003407,-4,1
1003407,-5,C
1003407,-6,3
1003407,-7,5
1003407,-8,5
1003407,-9,C
1003407,-10,C
1003407,-11,C
1003407,-12,1
1003407,-13,2
1003407,-14,X
1003408,0,X
1003408,-1,C
1003408,-2,C
1003408,-3,0
1003408,-4,4
1003408,-5,0
1003408,-6,0
1003408,-7,1
1003408,-8,0
1003408,-9,0
1003408,-10,1
1003408,-11,X
1003408,-12,C
1003408,-13,0
1003408,-14,C
1003408,-15,2
1003408,-16,C
1003408,-17,C
1003408,-18,X
1003408,-19,0
1003408,-20,X
1003408,-21,C
1003409,0,C
1003409,-1,C
1003409,-2,0
1003409,-3,4
1003409,-4,4
1003409,-5,X
1003409,-6,C
1003409,-7,X
1003409,-8,0
1003409,-9,1
1003409,-10,1
1003409,-11,4
1003409,-12,X
1003409,-13,C
1003409,-14,1
1003409,-15,C
1003410,0,C
1003410,-1,1
1003410,-2,1
1003410,-3,C
1003410,-4,0
1003410,-5,2
1003410,-6,C
1003410,-7,C
1003410,-8,C
1003410,-9,X
1003410,-10,1
1003410,-11,X
1003410,-12,C
1003410,-13,C
1003410,-14,X
1003410,-15,C
1003410,-16,X
1003410,-17,0
1003410,-18,X
1003410,-19,X
1003410,-20,C
1003411,0,C
1003411,-1,1
1003411,-2,C
1003411,-3,X
1003411,-4,C
1003411,-5,1
1003411,-6,1
1003411,-7,1
1003411,-8,2
1003411,-9,1
1003411,-10,C
1003411,-11,X
1003411,-12,X
1003411,-13,0
1003411,-14,X
1003411,-15,X
1003412,0,0
1003412,-1,C
1003412,-2,1
1003412,-3,3
1003412,-4,0
1003412,-5,0
1003412,-6,C
1003412,-7,C
1003412,-8,X
1003412,-9,0
1003412,-10,1
1003412,-11,X
1003412,-12,C
1003412,-13,C
1003412,-14,C
1003412,-15,X
