ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1003285,F,N,Y,0,126600.0,Working,Higher education,Civil marriage,House / apartment,-16366,-1740,1,1,0,0,Cleaning staff,2
1003286,M,N,N,2,157800.0,State servant,Secondary / secondary special,Separated,House / apartment,-12318,-4541,1,0,0,0,Sales staff,4
1003287,M,N,N,1,81600.0,Working,Secondary / secondary special,Married,With parents,-7568,-14442,1,0,0,1,Security staff,3
1003288,F,N,N,0,170000.0,Commercial associate,Lower secondary,Married,House / apartment,-14922,-392,1,0,0,0,Core staff,2
1003289,F,N,N,0,109100.0,Pensioner,Secondary / secondary special,Married,With parents,-10709,365243,1,0,0,1,Cleaning staff,2
1003290,M,Y,N,0,160700.0,Working,Secondary / secondary special,Married,Office apartment,-21047,-9865,1,1,1,0,Medicine staff,2
1003291,M,N,Y,3,126200.0,Commercial associate,Higher education,Married,Municipal apartment,-19674,-40,1,0,0,0,Other,4
1003292,F,N,N,0,47800.0,Pensioner,Higher education,Single / not married,House / apartment,-10795,365243,1,1,0,0,High skill tech staff,1
1003293,M,N,N,0,256000.0,State servant,Academic degree,Separated,Municipal apartment,-13123,-7860,1,0,0,0,Security staff,1
1003294,F,N,N,0,375200.0,Pensioner,Lower secondary,Single / not married,House / apartment,-19262,365243,1,0,0,0,Drivers,1
1003295,F,N,Y,2,122000.0,Working,Incomplete higher,Separated,House / apartment,-19171,-2057,1,0,0,0,Managers,3
1003296,M,N,N,0,85100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20344,-560,1,1,1,1,Core staff,1
1003297,F,N,N,0,282900.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-19539,-9106,1,0,0,0,Laborers,2
1003298,M,N,Y,0,342900.0,Commercial associate,Higher education,Widow,House / apartment,-15485,-13385,1,0,1,0,Managers,1
1003299,M,N,Y,0,122500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-16314,365243,1,0,1,0,Medicine staff,2
1003300,F,Y,Y,0,119500.0,Working,Secondary / secondary special,Married,House / apartment,-20558,-11387,1,0,0,1,Cooking staff,1
1003301,F,Y,N,0,128000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19537,-9366,1,0,0,1,Security staff,1
1003302,F,N,Y,2,57700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17987,-9827,1,0,0,0,Laborers,3
1003303,F,N,Y,2,115200.0,State servant,Secondary / secondary special,Married,House / apartment,-9483,-6632,1,0,0,0,Core staff,4
1003304,M,N,Y,2,314100.0,Working,Secondary / secondary special,Separated,House / apartment,-12156,-7560,1,0,0,0,Other,4
1003305,M,N,N,0,122500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17793,-12737,1,0,1,0,Other,2
1003306,M,Y,Y,2,79200.0,State servant,Higher education,Married,With parents,-18067,-13074,1,0,1,0,Sales staff,4
1003307,M,Y,Y,0,170800.0,State servant,Higher education,Married,House / apartment,-17309,-6873,1,0,0,0,Medicine staff,2
1003308,M,N,N,0,95500.0,State servant,Incomplete higher,Married,House / apartment,-13707,-2685,1,0,0,0,Cleaning staff,2
1003309,M,Y,N,3,128900.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11242,-3762,1,0,0,0,Security staff,5
1003310,F,Y,Y,2,70700.0,Pensioner,Secondary / secondary special,Married,With parents,-16503,365243,1,0,0,0,Sales staff,4
1003311,F,Y,N,1,79400.0,Commercial associate,Secondary / secondary special,Widow,Rented apartment,-12479,-2314,1,0,0,0,Other,2
1003312,F,Y,N,2,192700.0,Working,Higher education,Civil marriage,Municipal apartment,-9315,-3330,1,0,0,1,Managers,4
1003313,F,N,Y,4,141200.0,Working,Higher education,Married,House / apartment,-9805,-3835,1,0,0,0,Medicine staff,6
1003314,M,Y,Y,1,90400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19023,-2492,1,0,0,1,Sales staff,3
1003315,M,N,Y,1,141500.0,Working,Incomplete higher,Married,House / apartment,-16190,-12765,1,0,0,0,Cleaning staff,3
1003316,F,Y,N,1,98400.0,Working,Secondary / secondary special,Married,House / apartment,-18940,-14033,1,1,1,0,High skill tech staff,3
1003317,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-18977,-13456,1,1,0,0,Laborers,2
1003318,M,Y,Y,0,238500.0,Commercial associate,Higher education,Widow,House / apartment,-23138,-14194,1,1,1,0,Other,2
1003319,F,N,N,1,197100.0,Working,Secondary / secondary special,Married,Rented apartment,-22796,-2632,1,0,1,0,Accountants,3
1003320,F,N,Y,0,131800.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-15283,365243,1,1,0,1,Drivers,2
1003321,F,Y,N,0,143200.0,Working,Secondary / secondary special,Married,House / apartment,-10569,-1615,1,0,0,0,Managers,2
1003322,M,N,N,0,132700.0,Working,Higher education,Married,House / apartment,-14915,-1031,1,0,1,0,Medicine staff,2
1003323,F,N,Y,0,170000.0,Pensioner,Higher education,Civil marriage,House / apartment,-21159,365243,1,0,0,0,Medicine staff,1
1003324,F,N,N,3,89300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21597,-13209,1,0,0,0,Accountants,5
1003325,F,Y,Y,1,205100.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-23019,-14340,1,0,1,1,Laborers,2
1003326,F,N,Y,0,159000.0,Working,Secondary / secondary special,Married,House / apartment,-20111,-13037,1,0,1,0,Cooking staff,2
1003327,F,N,Y,3,116800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12298,-2199,1,0,0,0,High skill tech staff,5
1003328,F,Y,Y,2,104400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8795,365243,1,0,1,0,Sales staff,3
1003329,M,Y,N,0,202900.0,Working,Incomplete higher,Civil marriage,House / apartment,-8390,-380,1,1,1,0,Medicine staff,1
1003330,F,N,Y,2,123600.0,State servant,Secondary / secondary special,Married,House / apartment,-22581,-7587,1,1,0,1,Cooking staff,4
1003331,F,N,Y,0,94000.0,Working,Higher education,Civil marriage,House / apartment,-11869,-11224,1,0,0,0,Sales staff,2
1003332,F,N,N,0,109900.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-17736,-7056,1,1,0,0,Cleaning staff,1
1003333,M,N,Y,0,195800.0,State servant,Higher education,Married,House / apartment,-22250,-3839,1,0,0,0,Medicine staff,2
1003334,M,N,N,1,59600.0,State servant,Secondary / secondary special,Married,House / apartment,-14086,-13765,1,0,0,0,Drivers,2
1003335,F,Y,Y,0,111600.0,Working,Higher education,Married,House / apartment,-16099,-1350,1,0,0,0,Drivers,2
1003336,F,Y,N,1,227600.0,Working,Higher education,Married,Co-op apartment,-19276,-9645,1,0,0,0,Medicine staff,3
1003337,F,N,Y,1,122500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19277,365243,1,0,1,0,Sales staff,3
1003338,F,N,Y,0,152700.0,Working,Secondary / secondary special,Married,House / apartment,-20390,-3131,1,0,1,0,Managers,2
1003339,F,Y,Y,0,229400.0,Working,Higher education,Single / not married,House / apartment,-11343,-1151,1,0,0,1,Laborers,2
1003340,F,N,Y,0,208200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15060,365243,1,0,0,1,Security staff,1
1003341,F,N,N,0,106900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16583,-1193,1,1,0,0,Sales staff,2
1003342,F,N,Y,1,124800.0,Working,Higher education,Married,House / apartment,-17780,-551,1,0,0,0,Medicine staff,3
1003343,F,N,Y,1,209500.0,Working,Incomplete higher,Single / not married,Municipal apartment,-17226,-9242,1,0,0,0,Laborers,3
1003344,M,N,Y,1,213100.0,State servant,Secondary / secondary special,Married,Municipal apartment,-11066,-10244,1,0,0,0,Laborers,2
1003345,F,Y,N,0,127500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22869,-6588,1,0,1,0,Other,2
1003346,F,N,N,1,129700.0,Pensioner,Higher education,Married,House / apartment,-9915,365243,1,0,0,0,High skill tech staff,3
1003347,M,N,Y,2,152300.0,Working,Higher education,Married,House / apartment,-12619,-6095,1,1,0,0,Other,3
1003348,M,N,Y,4,263900.0,Working,Academic degree,Married,House / apartment,-9280,-3379,1,0,1,0,Cleaning staff,5
1003349,M,N,Y,2,227200.0,Working,Higher education,Married,House / apartment,-10189,-9958,1,0,1,0,High skill tech staff,4
1003350,M,N,Y,1,188500.0,Commercial associate,Higher education,Single / not married,House / apartment,-18101,-5503,1,0,0,0,Accountants,3
1003351,M,Y,Y,0,77700.0,Working,Academic degree,Married,House / apartment,-16200,-252,1,0,0,0,Laborers,2
1003352,F,Y,Y,1,116100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23155,-5083,1,0,0,0,Sales staff,3
1003353,F,N,Y,3,119200.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-20110,-6790,1,0,0,1,Managers,4
1003354,F,Y,N,0,270800.0,Pensioner,Higher education,Married,House / apartment,-13302,365243,1,1,0,1,Security staff,2
1003355,M,Y,Y,0,118300.0,Working,Secondary / secondary special,Married,With parents,-15465,-13694,1,0,0,0,Medicine staff,1
1003356,M,N,N,0,249400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19541,365243,1,1,0,1,Managers,2
1003357,F,N,Y,1,100200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16875,-8448,1,0,1,0,Cooking staff,3
1003358,M,Y,N,0,104300.0,Working,Higher education,Separated,House / apartment,-10945,-13777,1,0,1,0,Accountants,2
1003359,F,N,Y,0,169500.0,Working,Incomplete higher,Married,With parents,-9421,-12107,1,0,0,1,Security staff,1
1003360,F,N,Y,2,291900.0,Commercial associate,Secondary / secondary special,Married,With parents,-10241,-13044,1,0,0,0,Cooking staff,3
1003361,F,N,N,1,119900.0,Working,Secondary / secondary special,Separated,House / apartment,-17803,-10928,1,1,0,1,Cooking staff,3
1003362,M,N,Y,0,37000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23586,-9671,1,1,0,0,Medicine staff,1
1003363,F,N,Y,0,61000.0,Working,Higher education,Married,House / apartment,-14955,-6675,1,0,0,0,Other,2
1003364,M,Y,Y,0,154700.0,Working,Secondary / secondary special,Married,House / apartment,-8029,-2601,1,0,0,0,Other,2
1003365,F,Y,N,0,63700.0,State servant,Incomplete higher,Married,House / apartment,-19567,-9359,1,1,0,0,Drivers,2
1003366,F,N,Y,0,86400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7866,365243,1,0,1,0,Security staff,2
1003367,M,N,N,0,134100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8611,-11808,1,0,0,0,Drivers,1
1003368,M,N,Y,2,39200.0,State servant,Secondary / secondary special,Married,House / apartment,-18915,-7768,1,1,1,0,Cleaning staff,3
1003369,M,N,Y,1,110200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15036,-2642,1,1,0,0,Sales staff,3
1003370,F,N,Y,0,74400.0,Pensioner,Higher education,Married,House / apartment,-19592,365243,1,0,1,0,High skill tech staff,2
1003371,M,N,Y,0,63000.0,Working,Incomplete higher,Married,House / apartment,-21498,-6927,1,0,1,0,Other,2
1003372,F,Y,Y,2,89200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7923,-8079,1,0,0,0,Sales staff,3
1003373,M,Y,N,0,78100.0,Working,Higher education,Married,With parents,-14916,-6831,1,1,1,0,Core staff,2
1003374,F,N,Y,0,168500.0,Working,Secondary / secondary special,Single / not married,With parents,-15989,-11864,1,0,1,0,Accountants,2
1003375,F,Y,Y,1,242400.0,Working,Secondary / secondary special,Married,With parents,-13365,-3039,1,0,0,0,Sales staff,3
1003376,F,Y,N,1,111100.0,Working,Higher education,Married,House / apartment,-15714,-3382,1,1,1,0,Drivers,3
1003377,F,N,N,0,98900.0,Working,Secondary / secondary special,Widow,House / apartment,-11134,-8939,1,0,0,0,Security staff,2
1003378,M,N,N,1,108300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13249,-7835,1,0,0,0,Managers,3
1003379,M,N,N,1,76600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17752,365243,1,0,0,0,Security staff,3
1003380,F,Y,Y,3,70000.0,Working,Secondary / secondary special,Widow,House / apartment,-16078,-14033,1,0,0,0,Other,5
1003381,M,Y,N,0,58500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-10284,365243,1,0,1,0,High skill tech staff,2
1003382,F,Y,Y,1,68500.0,Commercial associate,Higher education,Married,House / apartment,-19068,-13085,1,0,0,0,Sales staff,3
1003383,M,N,Y,0,301300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10023,-2492,1,1,0,0,Cleaning staff,2
1003384,M,Y,N,1,94400.0,Working,Secondary / secondary special,Married,House / apartment,-22890,-95,1,0,0,0,Other,3
1003385,M,N,N,1,30600.0,State servant,Secondary / secondary special,Married,House / apartment,-8304,-4439,1,0,1,1,Laborers,3
1003386,F,N,N,0,99400.0,Working,Secondary / secondary special,Married,House / apartment,-9075,-13002,1,0,0,0,Medicine staff,2
1003387,M,N,Y,2,60200.0,Commercial associate,Higher education,Married,With parents,-18181,-243,1,0,0,0,Cooking staff,4
1003388,F,Y,Y,0,137300.0,Commercial associate,Incomplete higher,Married,House / apartment,-19102,-11900,1,0,1,0,Managers,1
1003389,M,N,Y,0,130100.0,Working,Lower secondary,Civil marriage,House / apartment,-18069,-8729,1,0,0,0,High skill tech staff,2
1003390,F,N,N,0,137000.0,Working,Secondary / secondary special,Married,With parents,-23376,-11658,1,0,0,0,Core staff,2
1003391,M,N,Y,1,130600.0,Working,Academic degree,Separated,House / apartment,-23694,-4371,1,0,0,0,Other,3
1003392,F,N,N,0,110600.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-9297,365243,1,0,0,0,Managers,2
1003393,F,Y,Y,2,64300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21127,365243,1,1,0,0,Medicine staff,4
1003394,M,N,N,2,128400.0,State servant,Higher education,Married,House / apartment,-15082,-7267,1,0,0,0,Core staff,3
1003395,F,Y,N,2,221800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7854,-13827,1,0,1,0,High skill tech staff,3
1003396,F,Y,Y,0,330000.0,Working,Secondary / secondary special,Married,House / apartment,-16255,-11988,1,0,1,0,Core staff,2
1003397,F,Y,Y,1,118300.0,Working,Incomplete higher,Single / not married,Municipal apartment,-11946,-13401,1,0,0,0,Medicine staff,2
1003398,F,N,N,0,124900.0,State servant,Higher education,Married,House / apartment,-21438,-9869,1,0,1,1,Sales staff,1
1003399,M,N,Y,2,171100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23324,-5977,1,0,0,0,Security staff,3
1003400,F,Y,N,1,281100.0,Working,Higher education,Married,House / apartment,-8054,-6540,1,0,0,0,High skill tech staff,3
1003401,M,N,Y,0,104500.0,State servant,Higher education,Single / not married,Rented apartment,-15828,-601,1,0,0,1,Sales staff,2
1003402,M,Y,Y,1,188400.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-18884,-6184,1,1,0,0,Cleaning staff,3
1003403,F,N,N,0,88300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11503,-7118,1,0,0,0,Core staff,2
1003404,M,Y,Y,0,157100.0,Working,Higher education,Married,House / apartment,-10721,-3512,1,0,0,0,Medicine staff,2
1003405,F,Y,N,0,216500.0,Working,Higher education,Married,House / apartment,-13852,-7638,1,0,1,0,Managers,1
1003406,F,N,Y,3,69900.0,State servant,Higher education,Married,House / apartment,-10093,-12821,1,0,0,1,Medicine staff,5
1003407,F,Y,N,2,102500.0,Commercial associate,Higher education,Married,Rented apartment,-21245,-6793,1,0,0,0,Accountants,3
1003408,F,N,Y,1,214800.0,Working,Secondary / secondary special,Married,House / apartment,-20174,-8132,1,0,0,0,Other,3
1003409,M,Y,Y,3,181300.0,Working,Secondary / secondary special,Married,House / apartment,-12627,-12227,1,0,0,0,Core staff,5
1003410,M,N,Y,0,223700.0,Working,Academic degree,Single / not married,House / apartment,-11468,-9265,1,1,0,0,Accountants,2
1003411,M,Y,N,2,203700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18654,-1635,1,1,0,0,Managers,3
1003412,M,N,Y,0,112400.0,Working,Secondary / secondary special,Separated,House / apartment,-10167,-8463,1,0,0,0,High skill tech staff,2
1003413,M,N,N,1,400200.0,Commercial associate,Higher education,Married,House / apartment,-14702,-6111,1,0,1,0,Medicine staff,3
1003414,M,Y,Y,1,142700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20417,-8074,1,0,0,0,Security staff,3
1003415,F,N,N,0,28900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10587,365243,1,0,0,0,Other,2
1003416,F,Y,N,0,115700.0,Working,Secondary / secondary special,Separated,House / apartment,-22720,-4064,1,0,0,0,Managers,2
1003417,M,N,Y,0,105400.0,Pensioner,Higher education,Married,Municipal apartment,-11465,365243,1,0,0,0,Sales staff,2
1003418,F,Y,Y,4,198300.0,Commercial associate,Incomplete higher,Married,House / apartment,-9532,-6639,1,0,0,0,Core staff,6
1003419,M,N,Y,0,106300.0,Working,Higher education,Married,House / apartment,-21762,-7107,1,0,0,0,Managers,2
1003420,M,N,Y,0,230800.0,State servant,Secondary / secondary special,Married,Rented apartment,-7439,-5590,1,0,0,0,Core staff,1
1003421,F,N,Y,2,176100.0,Working,Lower secondary,Married,House / apartment,-11551,-12610,1,1,1,0,Sales staff,4
1003422,F,N,N,0,80800.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17870,-10003,1,0,1,0,Laborers,1
1003423,F,N,Y,0,124200.0,Working,Secondary / secondary special,Married,House / apartment,-15255,-192,1,1,0,1,Accountants,2
1003424,M,N,N,1,90400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11716,-507,1,0,0,0,High skill tech staff,2
1003425,F,N,N,0,146100.0,Commercial associate,Academic degree,Civil marriage,House / apartment,-21523,-1161,1,0,0,0,Laborers,2
1003426,F,N,Y,2,90200.0,Working,Secondary / secondary special,Separated,House / apartment,-15382,-13291,1,0,1,1,Security staff,4
1003427,F,Y,Y,0,138300.0,Commercial associate,Higher education,Married,House / apartment,-15693,-11714,1,0,0,0,High skill tech staff,2
1003428,F,N,Y,0,116300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20581,-7478,1,0,1,1,Drivers,2
1003429,F,N,N,1,123500.0,Pensioner,Secondary / secondary special,Married,With parents,-20173,365243,1,1,0,0,Laborers,2
1003430,F,N,Y,0,371600.0,Working,Incomplete higher,Married,House / apartment,-12196,-7724,1,0,1,0,Cooking staff,1
1003431,F,N,Y,3,111300.0,Working,Higher education,Married,House / apartment,-10853,-6330,1,0,1,0,Drivers,4
1003432,F,Y,N,2,50700.0,Commercial associate,Higher education,Married,House / apartment,-12048,-7013,1,0,0,0,Core staff,4
1003433,F,N,Y,0,221400.0,Working,Secondary / secondary special,Married,Rented apartment,-21993,-6430,1,0,0,0,Accountants,1
1003434,F,Y,N,0,220600.0,Commercial associate,Higher education,Single / not married,House / apartment,-15329,-3540,1,0,0,0,Cleaning staff,2
1003435,F,Y,Y,0,49500.0,Working,Higher education,Married,House / apartment,-9189,-4567,1,0,0,0,High skill tech staff,1
1003436,M,Y,Y,0,93900.0,Working,Secondary / secondary special,Married,Rented apartment,-9128,-1658,1,0,0,1,Managers,2
1003437,M,N,N,0,165700.0,Pensioner,Higher education,Married,House / apartment,-22678,365243,1,1,1,0,Cleaning staff,2
1003438,F,Y,Y,2,173200.0,Pensioner,Lower secondary,Married,Office apartment,-22469,365243,1,1,1,0,Sales staff,4
1003439,F,Y,N,0,132900.0,Commercial associate,Higher education,Single / not married,House / apartment,-14497,-12425,1,1,1,0,Drivers,1
1003440,F,N,Y,0,134400.0,Pensioner,Secondary / secondary special,Single / not married,Co-op apartment,-21027,365243,1,1,1,0,Sales staff,2
1003441,M,Y,N,0,83300.0,Commercial associate,Higher education,Separated,House / apartment,-17895,-3803,1,0,0,0,Security staff,2
1003442,F,Y,Y,0,40100.0,Commercial associate,Higher education,Single / not married,House / apartment,-20975,-3833,1,1,0,0,Other,2
1003443,M,Y,Y,1,371300.0,State servant,Secondary / secondary special,Married,With parents,-8659,-14253,1,0,0,0,High skill tech staff,2
1003444,F,Y,Y,0,82100.0,Commercial associate,Higher education,Married,House / apartment,-7384,-13675,1,0,0,0,Cooking staff,2
1003445,F,N,Y,0,145500.0,Commercial associate,Academic degree,Separated,With parents,-8441,-1865,1,0,0,0,Core staff,2
1003446,F,Y,Y,0,123100.0,Working,Incomplete higher,Civil marriage,House / apartment,-20070,-12136,1,1,1,0,Accountants,1
1003447,F,N,Y,2,208700.0,State servant,Higher education,Civil marriage,House / apartment,-11531,-11165,1,0,0,0,Medicine staff,4
1003448,F,N,Y,0,141100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13738,-12404,1,0,1,0,Security staff,2
1003449,F,Y,Y,2,143900.0,Working,Academic degree,Married,House / apartment,-10939,-9038,1,1,0,0,Managers,3
1003450,M,Y,Y,0,35700.0,Working,Higher education,Civil marriage,House / apartment,-22653,-13773,1,0,1,0,Laborers,2
1003451,F,N,Y,2,87800.0,Working,Secondary / secondary special,Married,House / apartment,-15509,-9150,1,0,0,0,Medicine staff,4
1003452,F,N,Y,1,193400.0,Working,Higher education,Married,House / apartment,-7448,-2903,1,0,0,0,Cooking staff,3
1003453,F,Y,N,0,184900.0,Pensioner,Higher education,Married,House / apartment,-11835,365243,1,0,0,0,Laborers,2
1003454,M,Y,Y,2,82800.0,Commercial associate,Secondary / secondary special,Married,With parents,-19471,-9289,1,0,0,0,Drivers,4
1003455,F,N,Y,1,60500.0,Working,Incomplete higher,Married,Municipal apartment,-13449,-5593,1,0,0,0,Core staff,3
1003456,M,Y,Y,0,142000.0,Pensioner,Incomplete higher,Married,House / apartment,-16510,365243,1,1,0,0,Medicine staff,1
1003457,F,Y,N,0,31200.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18624,-3091,1,0,1,1,Drivers,1
1003458,F,N,Y,1,75000.0,Commercial associate,Incomplete higher,Married,Rented apartment,-13305,-9244,1,0,1,0,High skill tech staff,3
1003459,F,N,N,1,321300.0,Working,Incomplete higher,Married,House / apartment,-17607,-13473,1,0,1,1,Accountants,3
1003460,F,Y,Y,1,274500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19840,365243,1,1,0,0,Managers,3
1003461,M,N,Y,1,170000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19547,-1729,1,0,0,0,Drivers,3
1003462,M,Y,N,1,155400.0,Working,Secondary / secondary special,Married,House / apartment,-9862,-13953,1,0,0,0,Security staff,2
1003463,F,N,Y,1,50300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18545,-1991,1,0,0,0,High skill tech staff,3
1003464,F,N,Y,1,92000.0,Commercial associate,Higher education,Married,House / apartment,-18154,-4917,1,0,0,0,Medicine staff,3
1003465,M,N,N,0,115000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18385,-3928,1,0,0,0,Managers,2
1003466,F,N,Y,2,93000.0,Working,Lower secondary,Married,House / apartment,-7687,-1297,1,0,0,0,Cleaning staff,4
1003467,F,N,N,0,111800.0,Working,Academic degree,Married,House / apartment,-23687,-9964,1,0,0,0,Managers,2
1003468,F,N,Y,0,255200.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-16476,-1744,1,0,0,0,Medicine staff,2
1003469,F,N,N,1,101600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9727,-12573,1,1,0,1,Cleaning staff,3
1003470,M,Y,N,0,112400.0,Working,Higher education,Married,With parents,-19620,-1287,1,0,0,1,Sales staff,1
1003471,M,N,Y,0,192900.0,Pensioner,Higher education,Married,House / apartment,-8832,365243,1,0,0,0,Other,2
1003472,F,N,N,0,65500.0,State servant,Secondary / secondary special,Separated,House / apartment,-13628,-7218,1,0,0,0,Cleaning staff,2
1003473,F,N,Y,1,87500.0,Working,Secondary / secondary special,Married,Municipal apartment,-16669,-1874,1,0,0,0,Drivers,3
1003474,F,Y,Y,3,92100.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20443,-7012,1,0,0,0,Other,4
1003475,F,N,Y,1,137000.0,Working,Secondary / secondary special,Widow,House / apartment,-9202,-13719,1,0,0,0,Sales staff,3
1003476,F,N,Y,0,112100.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,-7993,-3537,1,0,1,0,Laborers,2
1003477,F,N,N,0,113900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22147,-10889,1,0,0,1,Other,1
1003478,F,N,Y,0,95600.0,Working,Secondary / secondary special,Married,House / apartment,-16158,-13967,1,0,0,1,Sales staff,2
1003479,F,Y,N,0,78000.0,Pensioner,Higher education,Married,House / apartment,-19845,365243,1,1,0,0,High skill tech staff,1
1003480,M,Y,Y,0,180700.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-23642,365243,1,0,0,0,Cleaning staff,2
1003481,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9100,-7720,1,0,0,0,High skill tech staff,1
1003482,F,Y,Y,0,181600.0,Working,Higher education,Married,House / apartment,-7371,-12009,1,0,0,0,Accountants,2
1003483,M,N,Y,0,76400.0,Working,Higher education,Married,Municipal apartment,-21995,-12853,1,0,0,0,Sales staff,2
1003484,F,N,N,1,95500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10349,-14123,1,0,0,0,Security staff,3
1003485,F,N,N,2,119300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-11203,365243,1,0,0,1,Cooking staff,3
1003486,F,N,N,3,125000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14708,-4420,1,0,0,0,Security staff,5
1003487,M,Y,N,1,194300.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17194,-6990,1,1,0,0,Core staff,2
1003488,M,Y,Y,0,107400.0,Pensioner,Higher education,Married,House / apartment,-12947,365243,1,0,0,0,Medicine staff,2
1003489,M,Y,Y,1,193600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13990,-222,1,0,0,0,Cleaning staff,3
1003490,F,Y,N,0,160700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21402,-5725,1,0,0,0,Core staff,2
1003491,M,N,Y,1,126300.0,Commercial associate,Higher education,Married,House / apartment,-10511,-838,1,0,0,0,Core staff,3
1003492,F,Y,Y,2,82800.0,Pensioner,Incomplete higher,Married,House / apartment,-15419,365243,1,0,0,0,High skill tech staff,4
1003493,F,Y,Y,1,194500.0,Working,Incomplete higher,Married,House / apartment,-20374,-38,1,0,0,0,Medicine staff,3
1003494,F,Y,Y,3,83900.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-17381,-9986,1,0,1,0,Laborers,5
1003495,F,N,Y,1,131800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17473,-770,1,0,1,0,Medicine staff,3
1003496,M,N,N,1,129700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11787,365243,1,0,0,0,Medicine staff,3
1003497,F,N,Y,0,120100.0,Working,Higher education,Separated,House / apartment,-21238,-3334,1,0,0,0,Managers,2
1003498,F,N,Y,3,109700.0,Working,Higher education,Married,House / apartment,-8165,-2432,1,0,1,1,High skill tech staff,4
